transaction_id,item,dept
7178,Salted Creamery Butter,Dairy & Eggs
7179,Creamy Peanut Butter,Pantry
7179,Fresh Limes,Produce
7179,Organic Strawberry Jam,Pantry
7179,Organic Whole Milk,Dairy & Eggs
7180,Fresh Limes,Produce
7180,Fresh Organic Cilantro,Produce
7180,Mild Chunky Salsa,Pantry
7180,Organic Hass Avocados,Produce
7180,Organic Tortilla Chips,Pantry
7180,Sparkling Mineral Water,Beverages
7181,Artisanal Sourdough Bread,Bakery & Deli
7181,Brioche Sandwich Buns,Bakery & Deli
7181,Grated Parmesan Cheese,Pantry
7181,Penne Rigate Pasta,Pantry
7181,Slow-Simmered Marinara,Pantry
7182,72% Dark Chocolate Bar,Snacks
7182,Artisanal Sourdough Bread,Bakery & Deli
7182,Extra Virgin Olive Oil,Pantry
7182,Grated Parmesan Cheese,Pantry
7182,Penne Rigate Pasta,Pantry
7183,Extra Virgin Olive Oil,Pantry
7183,Organic Baby Spinach,Produce
7183,Organic Hass Avocados,Produce
7183,Roma Tomatoes,Produce
7183,Sparkling Mineral Water,Beverages
7184,Artisanal Sourdough Bread,Bakery & Deli
7184,Extra Virgin Olive Oil,Pantry
7184,Grade A Large Pasture Eggs,Dairy & Eggs
7184,Grated Parmesan Cheese,Pantry
7184,Penne Rigate Pasta,Pantry
7184,Slow-Simmered Marinara,Pantry
7185,Cold Brew Concentrate,Beverages
7185,Extra Virgin Olive Oil,Pantry
7185,Grade A Large Pasture Eggs,Dairy & Eggs
7185,Greek Whole Milk Yogurt,Dairy & Eggs
7185,Organic Baby Spinach,Produce
7185,Organic Hass Avocados,Produce
7185,Roasted Salted Almonds,Snacks
7185,Roma Tomatoes,Produce
7186,Extra Virgin Olive Oil,Pantry
7186,Organic Baby Spinach,Produce
7186,Organic Hass Avocados,Produce
7186,Penne Rigate Pasta,Pantry
7186,Roasted Salted Almonds,Snacks
7186,Roma Tomatoes,Produce
7186,Sparkling Mineral Water,Beverages
7187,Artisanal Sourdough Bread,Bakery & Deli
7187,Barista Oat Milk,Dairy & Eggs
7187,Espresso Roast Coffee Beans,Beverages
7187,Grade A Large Pasture Eggs,Dairy & Eggs
7187,Madagascar Vanilla Syrup,Beverages
7187,Organic Whole Milk,Dairy & Eggs
7187,Salted Creamery Butter,Dairy & Eggs
7188,Extra Virgin Olive Oil,Pantry
7188,Grated Parmesan Cheese,Pantry
7188,Organic Bananas,Produce
7188,Penne Rigate Pasta,Pantry
7188,Slow-Simmered Marinara,Pantry
7189,Espresso Roast Coffee Beans,Beverages
7189,Fresh Limes,Produce
7189,Fresh Organic Cilantro,Produce
7189,Grade A Large Pasture Eggs,Dairy & Eggs
7189,Organic Hass Avocados,Produce
7189,Organic Tortilla Chips,Pantry
7189,Sparkling Mineral Water,Beverages
7190,72% Dark Chocolate Bar,Snacks
7190,Grated Parmesan Cheese,Pantry
7190,Greek Whole Milk Yogurt,Dairy & Eggs
7190,Penne Rigate Pasta,Pantry
7190,Slow-Simmered Marinara,Pantry
7191,Organic Hass Avocados,Produce
7191,Roma Tomatoes,Produce
7191,Sea Salt Kettle Chips,Snacks
7191,Sparkling Mineral Water,Beverages
7192,Fresh Limes,Produce
7192,Fresh Organic Cilantro,Produce
7192,Mild Chunky Salsa,Pantry
7192,Organic Hass Avocados,Produce
7192,Organic Tortilla Chips,Pantry
7192,Sparkling Mineral Water,Beverages
7193,Extra Virgin Olive Oil,Pantry
7193,Organic Baby Spinach,Produce
7193,Organic Hass Avocados,Produce
7193,Roma Tomatoes,Produce
7193,Sparkling Mineral Water,Beverages
7194,Barista Oat Milk,Dairy & Eggs
7194,Espresso Roast Coffee Beans,Beverages
7194,Grade A Large Pasture Eggs,Dairy & Eggs
7194,Organic Whole Milk,Dairy & Eggs
7194,Salted Creamery Butter,Dairy & Eggs
7195,Fresh Limes,Produce
7195,Fresh Organic Cilantro,Produce
7195,Organic Hass Avocados,Produce
7195,Organic Tortilla Chips,Pantry
7196,Extra Virgin Olive Oil,Pantry
7196,Organic Bananas,Produce
7196,Organic Hass Avocados,Produce
7196,Roasted Salted Almonds,Snacks
7196,Roma Tomatoes,Produce
7196,Sparkling Mineral Water,Beverages
7197,Artisanal Sourdough Bread,Bakery & Deli
7197,Organic Hass Avocados,Produce
7197,Organic Strawberry Jam,Pantry
7198,Fresh Organic Cilantro,Produce
7198,Grated Parmesan Cheese,Pantry
7198,Penne Rigate Pasta,Pantry
7198,Slow-Simmered Marinara,Pantry
7199,Artisanal Sourdough Bread,Bakery & Deli
7199,Extra Virgin Olive Oil,Pantry
7199,Grated Parmesan Cheese,Pantry
7199,Penne Rigate Pasta,Pantry
7200,72% Dark Chocolate Bar,Snacks
7200,Fresh Limes,Produce
7200,Fresh Organic Cilantro,Produce
7200,Mild Chunky Salsa,Pantry
7200,Organic Hass Avocados,Produce
7200,Organic Tortilla Chips,Pantry
7200,Sparkling Mineral Water,Beverages
7201,Artisanal Sourdough Bread,Bakery & Deli
7201,Creamy Peanut Butter,Pantry
7201,Organic Bananas,Produce
7201,Organic Strawberry Jam,Pantry
7201,Organic Tortilla Chips,Pantry
7201,Organic Whole Milk,Dairy & Eggs
7201,Roma Tomatoes,Produce
7201,Sea Salt Kettle Chips,Snacks
7202,Artisanal Sourdough Bread,Bakery & Deli
7202,Grade A Large Pasture Eggs,Dairy & Eggs
7202,Grated Parmesan Cheese,Pantry
7202,Organic Baby Spinach,Produce
7202,Penne Rigate Pasta,Pantry
7202,Slow-Simmered Marinara,Pantry
7203,Artisanal Sourdough Bread,Bakery & Deli
7203,Barista Oat Milk,Dairy & Eggs
7203,Espresso Roast Coffee Beans,Beverages
7203,Grade A Large Pasture Eggs,Dairy & Eggs
7203,Grated Parmesan Cheese,Pantry
7203,Organic Whole Milk,Dairy & Eggs
7203,Salted Creamery Butter,Dairy & Eggs
7204,Fresh Limes,Produce
7204,Fresh Organic Cilantro,Produce
7204,Organic Hass Avocados,Produce
7204,Organic Whole Milk,Dairy & Eggs
7204,Sparkling Mineral Water,Beverages
7205,Artisanal Sourdough Bread,Bakery & Deli
7205,Creamy Peanut Butter,Pantry
7205,Grade A Large Pasture Eggs,Dairy & Eggs
7205,Organic Bananas,Produce
7205,Organic Strawberry Jam,Pantry
7206,Fresh Limes,Produce
7206,Organic Hass Avocados,Produce
7206,Organic Tortilla Chips,Pantry
7206,Organic Whole Milk,Dairy & Eggs
7206,Roma Tomatoes,Produce
7207,Cold Brew Concentrate,Beverages
7207,Extra Virgin Olive Oil,Pantry
7207,Mild Chunky Salsa,Pantry
7207,Organic Baby Spinach,Produce
7207,Organic Hass Avocados,Produce
7207,Oven Roasted Turkey Breast,Bakery & Deli
7207,Roma Tomatoes,Produce
7207,Sparkling Mineral Water,Beverages
7208,Artisanal Sourdough Bread,Bakery & Deli
7208,Espresso Roast Coffee Beans,Beverages
7208,Organic Whole Milk,Dairy & Eggs
7209,Artisanal Sourdough Bread,Bakery & Deli
7209,Extra Virgin Olive Oil,Pantry
7209,Fresh Limes,Produce
7209,Madagascar Vanilla Syrup,Beverages
7209,Organic Baby Spinach,Produce
7209,Organic Hass Avocados,Produce
7209,Roma Tomatoes,Produce
7210,72% Dark Chocolate Bar,Snacks
7210,Extra Virgin Olive Oil,Pantry
7210,Grated Parmesan Cheese,Pantry
7210,Organic Hass Avocados,Produce
7210,Penne Rigate Pasta,Pantry
7210,Slow-Simmered Marinara,Pantry
7211,Artisanal Sourdough Bread,Bakery & Deli
7211,Organic Bananas,Produce
7211,Organic Strawberry Jam,Pantry
7211,Organic Whole Milk,Dairy & Eggs
7211,Sea Salt Kettle Chips,Snacks
7212,Extra Virgin Olive Oil,Pantry
7212,Organic Baby Spinach,Produce
7212,Organic Hass Avocados,Produce
7212,Oven Roasted Turkey Breast,Bakery & Deli
7212,Roma Tomatoes,Produce
7212,Sparkling Mineral Water,Beverages
7213,72% Dark Chocolate Bar,Snacks
7213,Extra Virgin Olive Oil,Pantry
7213,Organic Baby Spinach,Produce
7213,Organic Hass Avocados,Produce
7213,Organic Whole Milk,Dairy & Eggs
7213,Sparkling Mineral Water,Beverages
7214,Extra Virgin Olive Oil,Pantry
7214,Grated Parmesan Cheese,Pantry
7214,Mild Chunky Salsa,Pantry
7214,Penne Rigate Pasta,Pantry
7214,Roma Tomatoes,Produce
7214,Slow-Simmered Marinara,Pantry
7215,Artisanal Sourdough Bread,Bakery & Deli
7215,Barista Oat Milk,Dairy & Eggs
7215,Espresso Roast Coffee Beans,Beverages
7215,Madagascar Vanilla Syrup,Beverages
7215,Organic Whole Milk,Dairy & Eggs
7216,Artisanal Sourdough Bread,Bakery & Deli
7216,Extra Virgin Olive Oil,Pantry
7216,Grated Parmesan Cheese,Pantry
7216,Organic Bananas,Produce
7216,Slow-Simmered Marinara,Pantry
7217,Artisanal Sourdough Bread,Bakery & Deli
7217,Barista Oat Milk,Dairy & Eggs
7217,Espresso Roast Coffee Beans,Beverages
7217,Grade A Large Pasture Eggs,Dairy & Eggs
7217,Organic Whole Milk,Dairy & Eggs
7218,Barista Oat Milk,Dairy & Eggs
7218,Espresso Roast Coffee Beans,Beverages
7218,Grade A Large Pasture Eggs,Dairy & Eggs
7218,Salted Creamery Butter,Dairy & Eggs
7219,72% Dark Chocolate Bar,Snacks
7219,Extra Virgin Olive Oil,Pantry
7219,Grated Parmesan Cheese,Pantry
7219,Organic Whole Milk,Dairy & Eggs
7219,Slow-Simmered Marinara,Pantry
7219,Sparkling Mineral Water,Beverages
7220,Barista Oat Milk,Dairy & Eggs
7220,Espresso Roast Coffee Beans,Beverages
7220,Grade A Large Pasture Eggs,Dairy & Eggs
7220,Organic Whole Milk,Dairy & Eggs
7220,Plain New York Bagels,Bakery & Deli
7220,Salted Creamery Butter,Dairy & Eggs
7221,72% Dark Chocolate Bar,Snacks
7221,Artisanal Sourdough Bread,Bakery & Deli
7221,Grated Parmesan Cheese,Pantry
7221,Penne Rigate Pasta,Pantry
7221,Slow-Simmered Marinara,Pantry
7222,Cold Brew Concentrate,Beverages
7222,Extra Virgin Olive Oil,Pantry
7222,Organic Baby Spinach,Produce
7222,Organic Hass Avocados,Produce
7222,Oven Roasted Turkey Breast,Bakery & Deli
7222,Roasted Salted Almonds,Snacks
7222,Roma Tomatoes,Produce
7223,Extra Virgin Olive Oil,Pantry
7223,Organic Baby Spinach,Produce
7223,Organic Hass Avocados,Produce
7223,Roasted Salted Almonds,Snacks
7223,Roma Tomatoes,Produce
7223,Sparkling Mineral Water,Beverages
7224,Barista Oat Milk,Dairy & Eggs
7224,Grade A Large Pasture Eggs,Dairy & Eggs
7224,Madagascar Vanilla Syrup,Beverages
7224,Organic Baby Spinach,Produce
7224,Organic Whole Milk,Dairy & Eggs
7225,Creamy Peanut Butter,Pantry
7225,Extra Virgin Olive Oil,Pantry
7225,Organic Baby Spinach,Produce
7225,Organic Hass Avocados,Produce
7225,Oven Roasted Turkey Breast,Bakery & Deli
7225,Roasted Salted Almonds,Snacks
7225,Roma Tomatoes,Produce
7225,Sparkling Mineral Water,Beverages
7226,Barista Oat Milk,Dairy & Eggs
7226,Brioche Sandwich Buns,Bakery & Deli
7226,Extra Virgin Olive Oil,Pantry
7226,Mild Chunky Salsa,Pantry
7226,Organic Baby Spinach,Produce
7226,Organic Bananas,Produce
7226,Organic Hass Avocados,Produce
7226,Roma Tomatoes,Produce
7227,Extra Virgin Olive Oil,Pantry
7227,Organic Baby Spinach,Produce
7227,Organic Hass Avocados,Produce
7227,Oven Roasted Turkey Breast,Bakery & Deli
7227,Roasted Salted Almonds,Snacks
7227,Roma Tomatoes,Produce
7227,Sparkling Mineral Water,Beverages
7228,Artisanal Sourdough Bread,Bakery & Deli
7228,Espresso Roast Coffee Beans,Beverages
7228,Grade A Large Pasture Eggs,Dairy & Eggs
7228,Madagascar Vanilla Syrup,Beverages
7228,Organic Hass Avocados,Produce
7228,Organic Whole Milk,Dairy & Eggs
7228,Sparkling Mineral Water,Beverages
7229,72% Dark Chocolate Bar,Snacks
7229,Extra Virgin Olive Oil,Pantry
7229,Fresh Limes,Produce
7229,Grated Parmesan Cheese,Pantry
7229,Organic Bananas,Produce
7229,Plain New York Bagels,Bakery & Deli
7229,Slow-Simmered Marinara,Pantry
7230,Fresh Limes,Produce
7230,Fresh Organic Cilantro,Produce
7230,Mild Chunky Salsa,Pantry
7230,Organic Hass Avocados,Produce
7230,Organic Tortilla Chips,Pantry
7230,Salted Creamery Butter,Dairy & Eggs
7230,Sparkling Mineral Water,Beverages
7231,72% Dark Chocolate Bar,Snacks
7231,Grated Parmesan Cheese,Pantry
7231,Organic Hass Avocados,Produce
7231,Penne Rigate Pasta,Pantry
7231,Slow-Simmered Marinara,Pantry
7232,Artisanal Sourdough Bread,Bakery & Deli
7232,Barista Oat Milk,Dairy & Eggs
7232,Espresso Roast Coffee Beans,Beverages
7232,Grade A Large Pasture Eggs,Dairy & Eggs
7232,Madagascar Vanilla Syrup,Beverages
7232,Organic Whole Milk,Dairy & Eggs
7232,Sea Salt Kettle Chips,Snacks
7233,Artisanal Sourdough Bread,Bakery & Deli
7233,Espresso Roast Coffee Beans,Beverages
7233,Grade A Large Pasture Eggs,Dairy & Eggs
7233,Madagascar Vanilla Syrup,Beverages
7233,Organic Whole Milk,Dairy & Eggs
7233,Salted Creamery Butter,Dairy & Eggs
7234,Artisanal Sourdough Bread,Bakery & Deli
7234,Barista Oat Milk,Dairy & Eggs
7234,Cold Brew Concentrate,Beverages
7234,Espresso Roast Coffee Beans,Beverages
7234,Grade A Large Pasture Eggs,Dairy & Eggs
7234,Organic Tortilla Chips,Pantry
7234,Organic Whole Milk,Dairy & Eggs
7235,Fresh Limes,Produce
7235,Fresh Organic Cilantro,Produce
7235,Greek Whole Milk Yogurt,Dairy & Eggs
7235,Organic Hass Avocados,Produce
7235,Organic Tortilla Chips,Pantry
7235,Roma Tomatoes,Produce
7236,Extra Virgin Olive Oil,Pantry
7236,Organic Baby Spinach,Produce
7236,Organic Hass Avocados,Produce
7236,Roma Tomatoes,Produce
7236,Sparkling Mineral Water,Beverages
7237,Artisanal Sourdough Bread,Bakery & Deli
7237,Creamy Peanut Butter,Pantry
7237,Organic Strawberry Jam,Pantry
7237,Organic Whole Milk,Dairy & Eggs
7237,Sea Salt Kettle Chips,Snacks
7238,Fresh Limes,Produce
7238,Fresh Organic Cilantro,Produce
7238,Mild Chunky Salsa,Pantry
7238,Organic Hass Avocados,Produce
7238,Organic Tortilla Chips,Pantry
7238,Organic Whole Milk,Dairy & Eggs
7238,Sparkling Mineral Water,Beverages
7239,72% Dark Chocolate Bar,Snacks
7239,Organic Whole Milk,Dairy & Eggs
7239,Penne Rigate Pasta,Pantry
7239,Slow-Simmered Marinara,Pantry
7240,Barista Oat Milk,Dairy & Eggs
7240,Extra Virgin Olive Oil,Pantry
7240,Organic Baby Spinach,Produce
7240,Organic Hass Avocados,Produce
7240,Oven Roasted Turkey Breast,Bakery & Deli
7240,Roma Tomatoes,Produce
7240,Sparkling Mineral Water,Beverages
7241,Creamy Peanut Butter,Pantry
7241,Grated Parmesan Cheese,Pantry
7241,Organic Bananas,Produce
7241,Organic Strawberry Jam,Pantry
7241,Salted Creamery Butter,Dairy & Eggs
7241,Sea Salt Kettle Chips,Snacks
7242,Espresso Roast Coffee Beans,Beverages
7242,Grade A Large Pasture Eggs,Dairy & Eggs
7242,Madagascar Vanilla Syrup,Beverages
7242,Organic Whole Milk,Dairy & Eggs
7243,Aged Sharp Cheddar,Dairy & Eggs
7243,Barista Oat Milk,Dairy & Eggs
7243,Espresso Roast Coffee Beans,Beverages
7243,Grade A Large Pasture Eggs,Dairy & Eggs
7243,Organic Tortilla Chips,Pantry
7243,Salted Creamery Butter,Dairy & Eggs
7244,Barista Oat Milk,Dairy & Eggs
7244,Espresso Roast Coffee Beans,Beverages
7244,Grade A Large Pasture Eggs,Dairy & Eggs
7244,Organic Whole Milk,Dairy & Eggs
7245,Fresh Organic Cilantro,Produce
7245,Grade A Large Pasture Eggs,Dairy & Eggs
7245,Organic Hass Avocados,Produce
7245,Organic Tortilla Chips,Pantry
7246,Grated Parmesan Cheese,Pantry
7246,Madagascar Vanilla Syrup,Beverages
7246,Penne Rigate Pasta,Pantry
7246,Slow-Simmered Marinara,Pantry
7246,Sparkling Mineral Water,Beverages
7247,72% Dark Chocolate Bar,Snacks
7247,Extra Virgin Olive Oil,Pantry
7247,Grated Parmesan Cheese,Pantry
7247,Honeycrisp Apples,Produce
7247,Organic Bananas,Produce
7247,Penne Rigate Pasta,Pantry
7247,Plain New York Bagels,Bakery & Deli
7247,Slow-Simmered Marinara,Pantry
7247,Sparkling Mineral Water,Beverages
7248,Fresh Limes,Produce
7248,Fresh Organic Cilantro,Produce
7248,Organic Hass Avocados,Produce
7248,Organic Tortilla Chips,Pantry
7248,Roma Tomatoes,Produce
7248,Sparkling Mineral Water,Beverages
7249,Artisanal Sourdough Bread,Bakery & Deli
7249,Creamy Peanut Butter,Pantry
7249,Espresso Roast Coffee Beans,Beverages
7249,Organic Strawberry Jam,Pantry
7249,Organic Whole Milk,Dairy & Eggs
7250,Artisanal Sourdough Bread,Bakery & Deli
7250,Creamy Peanut Butter,Pantry
7250,Organic Bananas,Produce
7250,Organic Strawberry Jam,Pantry
7250,Organic Whole Milk,Dairy & Eggs
7251,Espresso Roast Coffee Beans,Beverages
7251,Fresh Limes,Produce
7251,Fresh Organic Cilantro,Produce
7251,Organic Hass Avocados,Produce
7251,Organic Tortilla Chips,Pantry
7251,Roma Tomatoes,Produce
7251,Slow-Simmered Marinara,Pantry
7251,Sparkling Mineral Water,Beverages
7252,Artisanal Sourdough Bread,Bakery & Deli
7252,Barista Oat Milk,Dairy & Eggs
7252,Espresso Roast Coffee Beans,Beverages
7252,Grade A Large Pasture Eggs,Dairy & Eggs
7252,Madagascar Vanilla Syrup,Beverages
7252,Organic Whole Milk,Dairy & Eggs
7252,Penne Rigate Pasta,Pantry
7253,72% Dark Chocolate Bar,Snacks
7253,Grated Parmesan Cheese,Pantry
7253,Penne Rigate Pasta,Pantry
7253,Slow-Simmered Marinara,Pantry
7254,Espresso Roast Coffee Beans,Beverages
7254,Organic Bananas,Produce
7254,Organic Hass Avocados,Produce
7254,Organic Tortilla Chips,Pantry
7254,Roma Tomatoes,Produce
7254,Sparkling Mineral Water,Beverages
7255,Organic Baby Spinach,Produce
7255,Organic Hass Avocados,Produce
7255,Organic Strawberry Jam,Pantry
7255,Oven Roasted Turkey Breast,Bakery & Deli
7255,Roasted Salted Almonds,Snacks
7255,Roma Tomatoes,Produce
7255,Slow-Simmered Marinara,Pantry
7255,Sparkling Mineral Water,Beverages
7256,Aged Sharp Cheddar,Dairy & Eggs
7256,Brioche Sandwich Buns,Bakery & Deli
7256,Fresh Limes,Produce
7256,Fresh Organic Cilantro,Produce
7256,Mild Chunky Salsa,Pantry
7256,Organic Hass Avocados,Produce
7256,Organic Tortilla Chips,Pantry
7256,Sparkling Mineral Water,Beverages
7257,72% Dark Chocolate Bar,Snacks
7257,Artisanal Sourdough Bread,Bakery & Deli
7257,Grated Parmesan Cheese,Pantry
7257,Organic Hass Avocados,Produce
7257,Penne Rigate Pasta,Pantry
7257,Slow-Simmered Marinara,Pantry
7258,Artisanal Sourdough Bread,Bakery & Deli
7258,Extra Virgin Olive Oil,Pantry
7258,Grated Parmesan Cheese,Pantry
7258,Penne Rigate Pasta,Pantry
7258,Slow-Simmered Marinara,Pantry
7258,Sparkling Mineral Water,Beverages
7259,Aged Sharp Cheddar,Dairy & Eggs
7259,Artisanal Sourdough Bread,Bakery & Deli
7259,Creamy Peanut Butter,Pantry
7259,Organic Strawberry Jam,Pantry
7259,Sea Salt Kettle Chips,Snacks
7260,Fresh Limes,Produce
7260,Fresh Organic Cilantro,Produce
7260,Mild Chunky Salsa,Pantry
7260,Organic Baby Spinach,Produce
7260,Organic Bananas,Produce
7260,Organic Hass Avocados,Produce
7260,Roma Tomatoes,Produce
7261,Extra Virgin Olive Oil,Pantry
7261,Organic Hass Avocados,Produce
7261,Roasted Salted Almonds,Snacks
7261,Roma Tomatoes,Produce
7261,Sparkling Mineral Water,Beverages
7262,Extra Virgin Olive Oil,Pantry
7262,Grated Parmesan Cheese,Pantry
7262,Organic Whole Milk,Dairy & Eggs
7262,Penne Rigate Pasta,Pantry
7262,Sea Salt Kettle Chips,Snacks
7262,Slow-Simmered Marinara,Pantry
7263,Espresso Roast Coffee Beans,Beverages
7263,Extra Virgin Olive Oil,Pantry
7263,Organic Baby Spinach,Produce
7263,Organic Hass Avocados,Produce
7263,Oven Roasted Turkey Breast,Bakery & Deli
7263,Roma Tomatoes,Produce
7263,Sparkling Mineral Water,Beverages
7264,Fresh Limes,Produce
7264,Fresh Organic Cilantro,Produce
7264,Mild Chunky Salsa,Pantry
7264,Organic Hass Avocados,Produce
7264,Organic Tortilla Chips,Pantry
7264,Sea Salt Kettle Chips,Snacks
7265,Fresh Organic Cilantro,Produce
7265,Mild Chunky Salsa,Pantry
7265,Organic Tortilla Chips,Pantry
7266,Extra Virgin Olive Oil,Pantry
7266,Organic Baby Spinach,Produce
7266,Organic Hass Avocados,Produce
7266,Plain New York Bagels,Bakery & Deli
7266,Roasted Salted Almonds,Snacks
7266,Roma Tomatoes,Produce
7266,Sparkling Mineral Water,Beverages
7267,Barista Oat Milk,Dairy & Eggs
7267,Espresso Roast Coffee Beans,Beverages
7267,Grade A Large Pasture Eggs,Dairy & Eggs
7267,Madagascar Vanilla Syrup,Beverages
7267,Organic Whole Milk,Dairy & Eggs
7268,Artisanal Sourdough Bread,Bakery & Deli
7268,Barista Oat Milk,Dairy & Eggs
7268,Espresso Roast Coffee Beans,Beverages
7268,Organic Whole Milk,Dairy & Eggs
7268,Salted Creamery Butter,Dairy & Eggs
7269,Creamy Peanut Butter,Pantry
7269,Organic Strawberry Jam,Pantry
7269,Organic Whole Milk,Dairy & Eggs
7270,Artisanal Sourdough Bread,Bakery & Deli
7270,Creamy Peanut Butter,Pantry
7270,Organic Strawberry Jam,Pantry
7270,Organic Whole Milk,Dairy & Eggs
7270,Sea Salt Kettle Chips,Snacks
7271,72% Dark Chocolate Bar,Snacks
7271,Extra Virgin Olive Oil,Pantry
7271,Grated Parmesan Cheese,Pantry
7271,Penne Rigate Pasta,Pantry
7271,Slow-Simmered Marinara,Pantry
7272,Cold Brew Concentrate,Beverages
7272,Fresh Limes,Produce
7272,Fresh Organic Cilantro,Produce
7272,Mild Chunky Salsa,Pantry
7272,Organic Hass Avocados,Produce
7272,Organic Tortilla Chips,Pantry
7272,Organic Whole Milk,Dairy & Eggs
7272,Roma Tomatoes,Produce
7272,Sea Salt Kettle Chips,Snacks
7272,Sparkling Mineral Water,Beverages
7273,Barista Oat Milk,Dairy & Eggs
7273,Grated Parmesan Cheese,Pantry
7273,Organic Strawberry Jam,Pantry
7273,Organic Whole Milk,Dairy & Eggs
7273,Salted Creamery Butter,Dairy & Eggs
7274,Artisanal Sourdough Bread,Bakery & Deli
7274,Barista Oat Milk,Dairy & Eggs
7274,Espresso Roast Coffee Beans,Beverages
7274,Grade A Large Pasture Eggs,Dairy & Eggs
7274,Madagascar Vanilla Syrup,Beverages
7274,Organic Whole Milk,Dairy & Eggs
7274,Roma Tomatoes,Produce
7274,Sea Salt Kettle Chips,Snacks
7275,Artisanal Sourdough Bread,Bakery & Deli
7275,Espresso Roast Coffee Beans,Beverages
7275,Madagascar Vanilla Syrup,Beverages
7275,Salted Creamery Butter,Dairy & Eggs
7276,72% Dark Chocolate Bar,Snacks
7276,Artisanal Sourdough Bread,Bakery & Deli
7276,Extra Virgin Olive Oil,Pantry
7276,Grated Parmesan Cheese,Pantry
7276,Roasted Salted Almonds,Snacks
7277,Artisanal Sourdough Bread,Bakery & Deli
7277,Creamy Peanut Butter,Pantry
7277,Organic Bananas,Produce
7277,Organic Hass Avocados,Produce
7277,Organic Strawberry Jam,Pantry
7278,Creamy Peanut Butter,Pantry
7278,Organic Strawberry Jam,Pantry
7278,Organic Whole Milk,Dairy & Eggs
7278,Sea Salt Kettle Chips,Snacks
7279,Artisanal Sourdough Bread,Bakery & Deli
7279,Espresso Roast Coffee Beans,Beverages
7279,Grade A Large Pasture Eggs,Dairy & Eggs
7279,Madagascar Vanilla Syrup,Beverages
7279,Organic Whole Milk,Dairy & Eggs
7280,Extra Virgin Olive Oil,Pantry
7280,Organic Baby Spinach,Produce
7280,Organic Bananas,Produce
7280,Organic Hass Avocados,Produce
7280,Oven Roasted Turkey Breast,Bakery & Deli
7280,Roasted Salted Almonds,Snacks
7280,Roma Tomatoes,Produce
7280,Sparkling Mineral Water,Beverages
7281,Artisanal Sourdough Bread,Bakery & Deli
7281,Creamy Peanut Butter,Pantry
7281,Organic Bananas,Produce
7281,Organic Strawberry Jam,Pantry
7281,Roasted Salted Almonds,Snacks
7281,Sea Salt Kettle Chips,Snacks
7282,Extra Virgin Olive Oil,Pantry
7282,Grated Parmesan Cheese,Pantry
7282,Greek Whole Milk Yogurt,Dairy & Eggs
7282,Penne Rigate Pasta,Pantry
7282,Roasted Salted Almonds,Snacks
7282,Slow-Simmered Marinara,Pantry
7283,Artisanal Sourdough Bread,Bakery & Deli
7283,Espresso Roast Coffee Beans,Beverages
7283,Extra Virgin Olive Oil,Pantry
7283,Fresh Organic Cilantro,Produce
7283,Grade A Large Pasture Eggs,Dairy & Eggs
7283,Madagascar Vanilla Syrup,Beverages
7283,Organic Whole Milk,Dairy & Eggs
7284,Espresso Roast Coffee Beans,Beverages
7284,Grade A Large Pasture Eggs,Dairy & Eggs
7284,Madagascar Vanilla Syrup,Beverages
7285,Creamy Peanut Butter,Pantry
7285,Fresh Limes,Produce
7285,Grated Parmesan Cheese,Pantry
7285,Organic Green Tea Bags,Beverages
7285,Organic Tortilla Chips,Pantry
7285,Roma Tomatoes,Produce
7285,Sparkling Mineral Water,Beverages
7286,72% Dark Chocolate Bar,Snacks
7286,Extra Virgin Olive Oil,Pantry
7286,Grated Parmesan Cheese,Pantry
7286,Penne Rigate Pasta,Pantry
7286,Slow-Simmered Marinara,Pantry
7287,Espresso Roast Coffee Beans,Beverages
7287,Grade A Large Pasture Eggs,Dairy & Eggs
7287,Greek Whole Milk Yogurt,Dairy & Eggs
7287,Organic Whole Milk,Dairy & Eggs
7288,Barista Oat Milk,Dairy & Eggs
7288,Extra Virgin Olive Oil,Pantry
7288,Grated Parmesan Cheese,Pantry
7288,Penne Rigate Pasta,Pantry
7288,Slow-Simmered Marinara,Pantry
7289,Artisanal Sourdough Bread,Bakery & Deli
7289,Creamy Peanut Butter,Pantry
7289,Organic Bananas,Produce
7289,Organic Strawberry Jam,Pantry
7289,Sea Salt Kettle Chips,Snacks
7290,Barista Oat Milk,Dairy & Eggs
7290,Espresso Roast Coffee Beans,Beverages
7290,Grade A Large Pasture Eggs,Dairy & Eggs
7290,Madagascar Vanilla Syrup,Beverages
7290,Organic Whole Milk,Dairy & Eggs
7291,Creamy Peanut Butter,Pantry
7291,Fresh Limes,Produce
7291,Fresh Organic Cilantro,Produce
7291,Mild Chunky Salsa,Pantry
7291,Organic Hass Avocados,Produce
7291,Roma Tomatoes,Produce
7291,Sparkling Mineral Water,Beverages
7292,Fresh Limes,Produce
7292,Grade A Large Pasture Eggs,Dairy & Eggs
7292,Mild Chunky Salsa,Pantry
7292,Organic Hass Avocados,Produce
7292,Organic Tortilla Chips,Pantry
7292,Roma Tomatoes,Produce
7293,72% Dark Chocolate Bar,Snacks
7293,Artisanal Sourdough Bread,Bakery & Deli
7293,Grated Parmesan Cheese,Pantry
7293,Mild Chunky Salsa,Pantry
7293,Organic Whole Milk,Dairy & Eggs
7293,Penne Rigate Pasta,Pantry
7293,Slow-Simmered Marinara,Pantry
